Hostname,Page Title,HTTP Status Code,Telegram IDs,Emails,Contact Info,Crypto Info,Bitcoin Addresses
http://firearmh73frrpeene3bbbdpxj3pgac3yvxafqve2jss3yt6uk4sjfid.onion/?product_tag=guns,guns Archives | Black Market Guns,200,None,None,None,Crypto information not implemented,None
